Id,Sex,Length,Diameter,Height,Whole_weight,Shucked_weight,Viscera_weight,Shell_weight,Rings
3266,F,0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185,11
3559,F,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,10
2842,M,0.6,0.475,0.175,1.11,0.5105,0.256,0.285,9
619,M,0.235,0.17,0.055,0.0515,0.018000000000000002,0.0105,0.0195,7
1387,I,0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10
2853,F,0.645,0.49,0.16,1.1440000000000001,0.5015,0.289,0.319,8
2994,M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,9
1695,F,0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8
2379,F,0.36,0.265,0.09,0.2165,0.096,0.037000000000000005,0.0735,10
1382,F,0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9
132,F,0.325,0.26,0.09,0.1915,0.085,0.036000000000000004,0.062,7
283,M,0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14
2415,M,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113,10
563,F,0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11
1742,F,0.68,0.51,0.2,1.6075,0.7140000000000001,0.33899999999999997,0.4705,11
921,I,0.42,0.32,0.115,0.376,0.16899999999999998,0.092,0.1,5
3349,I,0.47,0.375,0.105,0.46799999999999997,0.1665,0.10800000000000001,0.17,10
969,M,0.51,0.41,0.145,0.7959999999999999,0.3865,0.1815,0.1955,8
1212,I,0.25,0.185,0.065,0.0685,0.0295,0.013999999999999999,0.0225,5
394,I,0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6
3209,I,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,14
913,I,0.37,0.29,0.095,0.249,0.1045,0.057999999999999996,0.067,6
3335,F,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12
3824,M,0.62,0.46,0.17,1.127,0.535,0.2635,0.29600000000000004,7
1764,I,0.275,0.175,0.09,0.2315,0.096,0.057,0.0705,5
2165,F,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
4100,F,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,9
2780,M,0.59,0.475,0.14,0.977,0.4625,0.2025,0.275,10
723,M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15
2951,M,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11
413,M,0.545,0.44,0.12,0.8565,0.3475,0.1715,0.24,12
2319,F,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15
3260,F,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13
1027,F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8
597,I,0.605,0.47,0.14,0.9390000000000001,0.3385,0.201,0.32,13
1338,M,0.58,0.455,0.135,0.7955,0.405,0.16699999999999998,0.204,10
2629,I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6
1061,I,0.275,0.195,0.065,0.106,0.054000000000000006,0.02,0.027999999999999997,6
1449,M,0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6
1696,M,0.63,0.49,0.17,1.1745,0.5255,0.273,0.33899999999999997,11
997,M,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,8
2010,I,0.435,0.325,0.12,0.34600000000000003,0.159,0.084,0.095,7
2085,F,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10
3369,I,0.61,0.46,0.17,1.278,0.41,0.257,0.37,17
3838,I,0.335,0.25,0.095,0.185,0.0795,0.0495,0.055,8
3606,F,0.51,0.375,0.11,0.5805,0.2865,0.11800000000000001,0.14800000000000002,7
2365,F,0.63,0.505,0.165,1.065,0.4595,0.21600000000000003,0.315,12
653,M,0.31,0.225,0.08,0.1345,0.054000000000000006,0.024,0.05,7
2212,F,0.595,0.495,0.235,1.3659999999999999,0.5065,0.21899999999999997,0.52,13
1467,I,0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7
48,I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6
318,F,0.58,0.455,0.155,0.8365,0.315,0.1385,0.32,18
1790,F,0.55,0.38,0.165,1.205,0.5429999999999999,0.294,0.3345,10
1620,I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8
1726,F,0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12
2108,M,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27
3019,I,0.45,0.33,0.115,0.365,0.14,0.0825,0.1245,8
3172,F,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,11
667,F,0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15
3921,M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,10
878,F,0.635,0.485,0.165,1.2945,0.6679999999999999,0.2605,0.2715,9
241,I,0.27,0.2,0.07,0.1,0.034,0.0245,0.035,5
2332,F,0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9
1255,I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7
340,M,0.575,0.455,0.145,1.165,0.581,0.2275,0.3,14
4116,M,0.625,0.48,0.16,1.2415,0.6575,0.2625,0.2785,9
3753,I,0.475,0.36,0.11,0.452,0.191,0.099,0.13,8
2955,M,0.65,0.52,0.195,1.676,0.693,0.44,0.47,15
2720,I,0.37,0.275,0.09,0.2065,0.096,0.0395,0.057999999999999996,7
1780,M,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
2505,I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6
3275,M,0.46,0.355,0.11,0.415,0.215,0.08199999999999999,0.13,12
3831,F,0.545,0.42,0.175,0.754,0.256,0.1775,0.275,10
2728,I,0.405,0.31,0.11,0.91,0.41600000000000004,0.2075,0.0995,8
3712,F,0.705,0.53,0.17,1.564,0.612,0.39399999999999996,0.44,10
4169,M,0.52,0.385,0.165,0.7909999999999999,0.375,0.18,0.1815,10
2916,M,0.595,0.47,0.155,1.2015,0.49200000000000005,0.3865,0.265,10
2370,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,8
518,M,0.325,0.23,0.09,0.147,0.06,0.034,0.045,4
3760,M,0.53,0.425,0.13,0.7020000000000001,0.2975,0.1395,0.22,9
1922,M,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
2658,I,0.55,0.42,0.13,0.636,0.294,0.14400000000000002,0.1755,8
766,F,0.59,0.445,0.13,1.1325,0.3825,0.23399999999999999,0.32,13
2401,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12
1168,M,0.62,0.45,0.2,0.858,0.4285,0.1525,0.2405,8
474,F,0.545,0.415,0.16,0.7715,0.272,0.1455,0.2765,10
3819,M,0.57,0.45,0.14,0.9275,0.47700000000000004,0.1605,0.2515,8
906,I,0.325,0.24,0.075,0.187,0.0825,0.0445,0.05,6
2580,M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8
3181,M,0.5,0.385,0.135,0.551,0.2245,0.0715,0.20600000000000002,11
1789,F,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
838,F,0.48,0.365,0.135,0.6395,0.2945,0.113,0.175,8
2312,I,0.315,0.24,0.07,0.13699999999999998,0.0545,0.0315,0.04,8
268,M,0.47,0.39,0.15,0.6355,0.2185,0.0885,0.255,9
1049,M,0.715,0.565,0.175,1.9525,0.7645,0.4185,0.4135,10
4049,M,0.625,0.495,0.155,1.025,0.46,0.1945,0.34,9
3940,M,0.505,0.39,0.105,0.6555,0.2595,0.18,0.19,11
3043,M,0.575,0.445,0.14,0.737,0.325,0.1405,0.237,10
107,F,0.5,0.4,0.125,0.6675,0.261,0.1315,0.22,10
4118,M,0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,9
3573,F,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,10
3196,I,0.325,0.245,0.075,0.1495,0.0605,0.033,0.045,5
1081,I,0.435,0.33,0.11,0.413,0.2055,0.096,0.096,6
574,I,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,10
731,M,0.545,0.42,0.13,0.879,0.374,0.1695,0.23,13
1994,I,0.29,0.21,0.065,0.09699999999999999,0.0375,0.022000000000000002,0.03,6
3806,I,0.425,0.31,0.095,0.3505,0.1645,0.071,0.1,8
238,I,0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3
3639,I,0.44,0.32,0.095,0.3275,0.1495,0.059000000000000004,0.1,8
2506,I,0.375,0.3,0.075,0.14400000000000002,0.059000000000000004,0.03,0.044000000000000004,7
2605,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9
2060,M,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
1426,F,0.745,0.57,0.215,2.25,1.1565,0.446,0.5579999999999999,9
2094,I,0.405,0.305,0.09,0.2825,0.114,0.0575,0.095,7
3644,I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7
2522,M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11
2016,M,0.505,0.39,0.12,0.653,0.3315,0.1385,0.16699999999999998,9
1694,M,0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9
3718,I,0.36,0.25,0.115,0.465,0.21,0.1055,0.128,7
980,F,0.55,0.445,0.155,0.9905,0.544,0.17800000000000002,0.218,9
2776,M,0.585,0.465,0.165,0.885,0.4025,0.1625,0.27399999999999997,10
1476,F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9
1158,M,0.605,0.475,0.14,1.1175,0.555,0.257,0.27399999999999997,9
2941,F,0.63,0.48,0.165,1.2615,0.5505,0.27699999999999997,0.3885,10
3235,M,0.665,0.535,0.155,1.383,0.596,0.2565,0.485,14
912,I,0.345,0.265,0.1,0.2455,0.111,0.0535,0.065,7
204,M,0.42,0.335,0.115,0.369,0.171,0.071,0.12,8
190,M,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13
487,F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15
2612,F,0.635,0.495,0.18,1.5959999999999999,0.617,0.317,0.37,11
1977,F,0.7,0.575,0.205,1.7730000000000001,0.605,0.447,0.5379999999999999,13
438,M,0.39,0.3,0.09,0.3055,0.14300000000000002,0.0645,0.085,9
244,I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,8
609,M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12
2572,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7
3656,I,0.53,0.395,0.125,0.6235,0.2975,0.10800000000000001,0.195,11
3188,M,0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665,16
1183,M,0.665,0.525,0.16,1.3630000000000002,0.629,0.27899999999999997,0.34,8
2792,M,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,10
3511,M,0.655,0.52,0.18,1.492,0.7185,0.36,0.355,11
2988,M,0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965,9
2368,F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16
108,F,0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9
1354,I,0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10
1079,I,0.425,0.325,0.115,0.3685,0.162,0.0865,0.1045,7
3042,I,0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8
4104,F,0.71,0.545,0.175,1.9069999999999998,0.8725,0.4565,0.475,11
3367,I,0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17
426,F,0.61,0.485,0.165,1.0915,0.3935,0.2435,0.33,18
4013,M,0.625,0.505,0.175,1.131,0.5425,0.2265,0.32299999999999995,8
4048,F,0.625,0.495,0.16,1.234,0.6335,0.192,0.35,13
3856,I,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9
2519,I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7
1861,M,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
1603,I,0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9
943,I,0.465,0.345,0.11,0.4415,0.1755,0.0905,0.12,7
2985,I,0.535,0.4,0.135,0.775,0.368,0.20800000000000002,0.2055,8
3621,F,0.655,0.455,0.17,1.275,0.583,0.303,0.33299999999999996,8
1296,M,0.525,0.42,0.155,0.8420000000000001,0.428,0.1415,0.2045,9
2837,F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,8
2066,F,0.54,0.385,0.14,0.7655,0.3265,0.11599999999999999,0.2365,10
2694,F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10
812,I,0.235,0.175,0.055,0.067,0.027000000000000003,0.0125,0.018000000000000002,6
459,F,0.525,0.41,0.135,0.7085,0.293,0.1525,0.235,11
254,M,0.6,0.495,0.165,1.2415,0.485,0.2775,0.34,15
933,I,0.45,0.36,0.13,0.478,0.191,0.127,0.13699999999999998,7
303,M,0.36,0.27,0.1,0.217,0.0885,0.0495,0.0715,6
2835,M,0.57,0.42,0.14,0.8745,0.41600000000000004,0.165,0.25,8
1138,M,0.575,0.435,0.14,0.8455,0.401,0.191,0.222,9
676,M,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,12
1550,I,0.385,0.3,0.09,0.308,0.1525,0.055999999999999994,0.0835,8
2556,I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6
2888,I,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,8
144,M,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10
4157,M,0.475,0.36,0.14,0.5135,0.24100000000000002,0.1045,0.155,8
3454,F,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,8
1452,I,0.47,0.345,0.14,0.4615,0.22899999999999998,0.1105,0.11599999999999999,9
2521,M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9
41,F,0.55,0.425,0.135,0.8515,0.36200000000000004,0.196,0.27,14
4061,M,0.62,0.465,0.145,0.9109999999999999,0.375,0.2145,0.278,10
1549,I,0.385,0.28,0.095,0.257,0.11900000000000001,0.059000000000000004,0.07,7
1264,I,0.455,0.33,0.1,0.37200000000000005,0.358,0.0775,0.11,8
3919,I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
4162,M,0.385,0.255,0.1,0.3175,0.13699999999999998,0.068,0.092,8
2878,F,0.465,0.35,0.11,0.4085,0.165,0.102,0.131,8
1663,M,0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8
4012,F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8
1828,I,0.35,0.265,0.08,0.2,0.09,0.042,0.06,7
3016,I,0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,7
2175,M,0.575,0.45,0.185,0.925,0.342,0.19699999999999998,0.35,12
2438,F,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,16
1482,M,0.585,0.455,0.15,0.9059999999999999,0.4095,0.23,0.2335,8
2847,M,0.625,0.5,0.13,1.082,0.5785,0.2045,0.25,8
2696,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9
2865,I,0.315,0.235,0.075,0.1285,0.051,0.027999999999999997,0.0405,4
1989,I,0.28,0.21,0.075,0.1195,0.053,0.0265,0.03,6
1612,I,0.55,0.425,0.15,0.639,0.26899999999999996,0.1345,0.217,9
3156,M,0.535,0.44,0.165,0.875,0.27899999999999997,0.18,0.3,10
390,I,0.415,0.325,0.1,0.3215,0.1535,0.0595,0.105,10
1934,M,0.62,0.47,0.15,1.3090000000000002,0.5870000000000001,0.4405,0.325,9
1058,I,0.245,0.18,0.065,0.071,0.03,0.013000000000000001,0.0215,4
187,F,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,10
1771,I,0.455,0.325,0.135,0.82,0.4005,0.1715,0.21100000000000002,8
3694,M,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10
251,M,0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13
535,I,0.465,0.38,0.13,0.45399999999999996,0.1895,0.08,0.155,11
357,F,0.645,0.525,0.19,1.8085,0.7035,0.3885,0.395,18
278,M,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,20
1717,F,0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9
4017,M,0.66,0.505,0.19,1.4385,0.6775,0.285,0.17800000000000002,11
1463,M,0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9
3161,F,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,6
2000,I,0.355,0.27,0.105,0.271,0.1425,0.0525,0.0735,9
4019,M,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10
232,M,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22
610,F,0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12
3778,I,0.59,0.45,0.125,0.86,0.43700000000000006,0.1515,0.245,9
1894,M,0.57,0.46,0.155,1.0005,0.45399999999999996,0.205,0.265,11
3800,M,0.74,0.58,0.205,2.381,0.8155,0.4695,0.488,12
328,M,0.36,0.295,0.105,0.24100000000000002,0.0865,0.053,0.095,8
937,I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7
2577,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7
781,M,0.505,0.385,0.15,0.6415,0.24600000000000002,0.152,0.215,12
2432,F,0.61,0.485,0.165,1.087,0.4255,0.23199999999999998,0.38,11
68,F,0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10
1700,M,0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12
993,M,0.58,0.455,0.15,1.012,0.4985,0.2115,0.2835,10
1190,F,0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9
3952,I,0.315,0.235,0.08,0.18,0.08,0.045,0.047,5
1224,I,0.345,0.255,0.095,0.1945,0.0925,0.037000000000000005,0.055,6
3203,F,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17
3590,F,0.65,0.52,0.195,1.6275,0.6890000000000001,0.3905,0.43200000000000005,11
3048,I,0.59,0.47,0.145,0.9740000000000001,0.45299999999999996,0.23600000000000002,0.289,8
1749,M,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
2812,I,0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5
3438,I,0.43,0.335,0.105,0.37799999999999995,0.188,0.0785,0.09,6
2209,F,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
2277,F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,19
1784,M,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8
3815,I,0.46,0.34,0.1,0.386,0.1805,0.0875,0.0965,8
2936,M,0.625,0.495,0.175,1.2075,0.531,0.281,0.3525,11
3698,F,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,10
3215,F,0.62,0.485,0.175,1.271,0.531,0.3075,0.37,11
3582,F,0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,10
1798,M,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11
636,M,0.38,0.235,0.1,0.258,0.1055,0.054000000000000006,0.08,7
2234,F,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14
784,I,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,5
522,I,0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9
2869,I,0.37,0.28,0.085,0.198,0.0805,0.0455,0.057999999999999996,5
897,I,0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6
2355,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,13
4045,M,0.59,0.45,0.16,0.998,0.445,0.214,0.301,9
1210,I,0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6
1083,I,0.44,0.33,0.11,0.3705,0.1545,0.084,0.12,7
1017,F,0.63,0.495,0.165,1.3075,0.599,0.284,0.315,11
1403,F,0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10
4094,M,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13
2871,I,0.375,0.28,0.085,0.2145,0.0855,0.0485,0.07200000000000001,7
2076,F,0.6,0.47,0.19,1.1345,0.49200000000000005,0.2595,0.3375,10
1374,M,0.615,0.48,0.175,1.1179999999999999,0.446,0.3195,0.3,9
2674,M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.22699999999999998,9
1244,I,0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7
3007,M,0.73,0.585,0.225,2.2305,1.2395,0.42200000000000004,0.563,14
2932,M,0.615,0.455,0.15,0.9335,0.382,0.247,0.2615,10
145,F,0.49,0.38,0.125,0.5489999999999999,0.245,0.1075,0.174,10
8,M,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9
3044,I,0.575,0.445,0.16,0.9175,0.45,0.1935,0.24,9
393,I,0.365,0.295,0.095,0.25,0.1075,0.0545,0.08,9
3797,M,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,13
80,F,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9
162,M,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12
3158,M,0.55,0.435,0.11,0.8059999999999999,0.3415,0.203,0.215,9
203,F,0.53,0.435,0.17,0.8155,0.2985,0.155,0.275,13
1106,I,0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
1444,I,0.425,0.34,0.105,0.389,0.2015,0.0905,0.08800000000000001,6
1846,I,0.465,0.37,0.11,0.445,0.1635,0.096,0.166,7
3301,F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11
359,F,0.685,0.545,0.18,1.768,0.7495,0.392,0.485,16
1419,F,0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12
486,M,0.55,0.45,0.13,0.92,0.37799999999999995,0.2385,0.29,11
1187,M,0.685,0.52,0.165,1.5190000000000001,0.6990000000000001,0.3685,0.4,10
13,F,0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10
1231,I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7
2242,F,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7
2416,M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18
379,F,0.61,0.495,0.185,1.1085,0.3705,0.3135,0.33,12
2838,M,0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9
294,M,0.6,0.495,0.195,1.0575,0.384,0.19,0.375,26
1610,I,0.545,0.42,0.125,0.7170000000000001,0.358,0.11199999999999999,0.22,8
2566,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7
757,F,0.605,0.495,0.19,1.4369999999999998,0.469,0.2655,0.41,15
1063,I,0.285,0.22,0.065,0.096,0.0405,0.0205,0.03,5
3880,I,0.38,0.3,0.1,0.28600000000000003,0.1305,0.055999999999999994,0.09,7
84,M,0.58,0.45,0.14,1.013,0.38,0.21600000000000003,0.36,14
3477,I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6
1055,I,0.195,0.135,0.04,0.0325,0.0135,0.005,0.0095,4
2885,I,0.505,0.4,0.125,0.5605,0.2255,0.1435,0.17,8
2510,I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8
345,M,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18,13
966,I,0.51,0.375,0.1,0.5785,0.23800000000000002,0.1225,0.175,7
3928,I,0.725,0.55,0.22,2.0495,0.7735,0.4405,0.655,10
2879,I,0.47,0.385,0.13,0.5870000000000001,0.264,0.11699999999999999,0.174,8
2933,F,0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185,10
59,F,0.505,0.4,0.125,0.583,0.24600000000000002,0.13,0.175,7
3416,M,0.56,0.45,0.14,0.9,0.47200000000000003,0.182,0.218,7
1918,F,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11
1573,I,0.48,0.37,0.12,0.536,0.251,0.114,0.15,8
4080,I,0.555,0.43,0.125,0.7005,0.3395,0.1355,0.2095,8
2699,M,0.67,0.5,0.2,1.2690000000000001,0.5760000000000001,0.2985,0.35100000000000003,11
963,M,0.505,0.41,0.125,0.642,0.289,0.133,0.155,9
3769,F,0.56,0.43,0.145,0.898,0.3895,0.2325,0.245,9
1074,I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7
2945,F,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,11
3254,F,0.435,0.35,0.105,0.4195,0.19399999999999998,0.1005,0.13,7
3370,M,0.455,0.345,0.125,0.44,0.16899999999999998,0.1065,0.135,12
2485,I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8
1673,I,0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9
2961,F,0.665,0.51,0.175,1.3805,0.675,0.2985,0.325,10
4146,M,0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10
3808,M,0.515,0.385,0.13,0.623,0.2855,0.1285,0.175,10
3013,I,0.39,0.28,0.09,0.215,0.0845,0.034,0.079,8
440,I,0.36,0.275,0.11,0.2335,0.095,0.0525,0.085,10
2493,I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8
477,M,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,17
3687,I,0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11
3852,M,0.55,0.41,0.15,0.785,0.282,0.18600000000000003,0.275,12
1117,I,0.53,0.4,0.125,0.617,0.27899999999999997,0.127,0.19,8
1829,I,0.365,0.27,0.085,0.19699999999999998,0.0815,0.0325,0.065,6
715,I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7
3374,F,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10
1999,I,0.35,0.25,0.07,0.1605,0.0715,0.0335,0.046,6
2491,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10
3380,I,0.19,0.13,0.045,0.0265,0.009000000000000001,0.005,0.009000000000000001,5
2761,I,0.55,0.425,0.145,0.89,0.4325,0.171,0.23600000000000002,10
3738,F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9
6,F,0.53,0.415,0.15,0.7775,0.237,0.1415,0.33,20
1819,M,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
3436,I,0.38,0.275,0.095,0.2505,0.0945,0.0655,0.075,6
2564,I,0.45,0.35,0.125,0.4775,0.2235,0.08900000000000001,0.11800000000000001,6
1529,M,0.74,0.57,0.18,1.8725,0.9115,0.42700000000000005,0.446,10
1372,F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12
125,I,0.27,0.195,0.06,0.073,0.0285,0.0235,0.03,5
3079,F,0.7,0.555,0.22,1.666,0.647,0.4285,0.455,11
2617,M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9
2790,F,0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10
708,M,0.36,0.295,0.13,0.2765,0.0895,0.057,0.1005,10
2626,I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4
3124,F,0.575,0.45,0.135,0.8285,0.36200000000000004,0.1655,0.23600000000000002,10
391,M,0.475,0.375,0.125,0.593,0.27699999999999997,0.115,0.18,10
2770,F,0.57,0.445,0.155,1.0170000000000001,0.5265,0.2025,0.265,10
220,F,0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
985,M,0.57,0.45,0.155,1.1935,0.513,0.21,0.34299999999999997,10
2661,M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9
1238,I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8
1041,F,0.675,0.57,0.225,1.587,0.7390000000000001,0.2995,0.435,10
58,I,0.245,0.19,0.06,0.086,0.042,0.013999999999999999,0.025,4
568,M,0.28,0.21,0.08,0.1085,0.040999999999999995,0.0265,0.0345,7
2606,M,0.625,0.48,0.17,1.3555,0.6709999999999999,0.268,0.3385,10
813,I,0.255,0.185,0.06,0.08800000000000001,0.0365,0.021,0.023,5
3278,M,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,12
